Source,Category ID,Name,OVOKO ID,OVOKO Name,Level
BaseLinker,1731020,Motoryzacja/Wyposażenie i akcesoria samochodowe/Holowanie/Kompletne haki holownicze (belka + kula),2066,Hak,3
BaseLinker,1731021,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Wałki rozrządu,268,Wałek rozrządu,3
BaseLinker,1731022,Motoryzacja/Części samochodowe/Układ napędowy/Sprzęgła/Koła dwumasowe i zamachowe,1221,Koło dwumasowe,3
BaseLinker,1731023,Motoryzacja/Części samochodowe/Wycieraczki i spryskiwacze/Ramiona wycieraczek,106,Ramię wycieraczki szyby przedniej / czołowej,3
BaseLinker,1731024,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Zapalniczki samochodowe,822,Zapalniczka deski rozdzielczej,3
BaseLinker,1731026,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Bloki,263,Blok silnika,3
BaseLinker,1731027,"Motoryzacja/Części samochodowe/Układ napędowy/Półosie, przeguby, wały/Podpory wału",416,Układ napędowy,1
BaseLinker,1731028,Motoryzacja/Wyposażenie i akcesoria samochodowe/Literatura motoryzacyjna/Samochody/Książki serwisowe,1608,Książka serwisowa,3
BaseLinker,1731029,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Sprzęt audio fabryczny/Pozostałe,1276,Sprzęt audio i GPS,2
BaseLinker,1731030,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Podłokietniki,851,Podłokietnik tunelu środkowego,3
BaseLinker,1731031,Motoryzacja/Części samochodowe/Silniki i osprzęt/Głowice cylindrów/Pokrywy zaworów,265,Pokrywa zaworów,3
BaseLinker,1731032,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Układ elektryczny silnika/Pozostałe",1005,Inne wyposażenie elektryczne,3
BaseLinker,1731033,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Tłoki,267,Tłok,3
BaseLinker,1731034,Motoryzacja/Części samochodowe/Silniki i osprzęt/Smarowanie silnika/Bagnety,272,Bagnet poziomu oleju,3
BaseLinker,1731035,Motoryzacja/Części samochodowe/Układ hamulcowy/Pompy hamulcowe,1,Układ hamulcowy,1
BaseLinker,1731036,Motoryzacja/Części samochodowe/Silniki i osprzęt/Smarowanie silnika/Miski olejowe,266,Miska olejowa,3
BaseLinker,1731037,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Czujniki położenia wałka rozrządu,1457,Czujnik pozycji wału rozrządu,3
BaseLinker,1731038,Motoryzacja/Części samochodowe/Układ wydechowy/Czujniki temperatury spalin,1475,Czujnik temperatury spalin,3
BaseLinker,1731039,Motoryzacja/Części samochodowe/Części karoserii/Listwy,624,Części nadwozia i karoserii,1
BaseLinker,1731041,Motoryzacja/Części samochodowe/Układ wydechowy/Katalizatory,1407,Filtr cząstek stałych Katalizator / FAP / DPF,3
BaseLinker,1731042,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Wentylatory chłodnicy/Obudowy wentylatorów,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731043,Motoryzacja/Części samochodowe/Układ klimatyzacji/Wentylatory chłodnic klimatyzacji,205,Skraplacz / Chłodnica klimatyzacji,3
BaseLinker,1731044,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Materiały instalacyjne/Wiązki przewodów",1562,Inna wiązka przewodów / kabli,3
BaseLinker,1731045,Motoryzacja/Części samochodowe/Części karoserii/Drzwi/Uszczelki,1447,Uszczelka drzwi,3
BaseLinker,1731046,Motoryzacja/Wyposażenie i akcesoria samochodowe/Osłony na szyby/Rolety przeciwsłoneczne,806,Wyposażenie wnętrza samochodu,1
BaseLinker,1731047,Motoryzacja/Części samochodowe/Części karoserii/Atrapy chłodnicy,1214,Atrapa chłodnicy / Grill,3
BaseLinker,1731051,Motoryzacja/Części samochodowe/Układ wentylacji/Rezystory dmuchaw,213,Rezystor / Opornik dmuchawy nawiewu,3
BaseLinker,1731052,Motoryzacja/Części samochodowe/Wycieraczki i spryskiwacze/Silniki wycieraczek,113,Silniczek wycieraczek szyby przedniej / czołowej,3
BaseLinker,1731053,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Czujniki/Czujniki zasysanego powietrza",1005,Inne wyposażenie elektryczne,3
BaseLinker,1731054,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Karoseryjne,1315,Szyba karoseryjna drzwi,3
BaseLinker,1731055,Motoryzacja/Części samochodowe/Układ napędowy/Sprzęgła/Pompy sprzęgła,426,Sprzęgła i inne elementy,2
BaseLinker,1731056,Motoryzacja/Części samochodowe/Części karoserii/Podszybia,526,Podszybie przednie,3
BaseLinker,1731057,Motoryzacja/Wyposażenie i akcesoria samochodowe/Dywaniki/Maty do bagażnika,913,Inne elementy wykończenia bagażnika,3
BaseLinker,1731058,Motoryzacja/Części samochodowe/Układ kierowniczy/Kolumny kierownicze,337,Kolumna kierownicza,3
BaseLinker,1731059,Motoryzacja/Części samochodowe/Układ hamulcowy/Hamulce postojowe/Linki hamulca ręcznego,1671,Linka zwalniająca dźwignie hamulca ręcznego,3
BaseLinker,1731060,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Sprężyny gazowe,806,Wyposażenie wnętrza samochodu,1
BaseLinker,1731063,Motoryzacja/Części samochodowe/Części karoserii/Maski/Zamki,522,Zamek pokrywy przedniej / maski silnika,3
BaseLinker,1731064,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Koła zębate,1779,Koło zębate łańcucha rozrządu,3
BaseLinker,1731065,Motoryzacja/Części samochodowe/Układ wentylacji/Nagrzewnice,216,Nagrzewnica / Komplet,3
BaseLinker,1731066,Motoryzacja/Części samochodowe/Układ wydechowy/Czujniki ciśnienia spalin,1420,Czujnik ciśnienia spalin,3
BaseLinker,1731067,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Tunele środkowe,837,Tunele środkowe i inne elementy,2
BaseLinker,1731068,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Przewody układów chłodzenia/Przewody chłodnic powietrza,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731069,Motoryzacja/Części samochodowe/Części karoserii/Klapy bagażnika/Uszczelki,1453,Uszczelka tylnej klapy bagażnika,3
BaseLinker,1731070,Motoryzacja/Wyposażenie i akcesoria samochodowe/Elektronika samochodowa/Pozostałe,1005,Inne wyposażenie elektryczne,3
BaseLinker,1731071,Motoryzacja/Części samochodowe/Części karoserii/Zabudowy,1253,Inne części karoserii,3
BaseLinker,1731072,Motoryzacja/Części samochodowe/Oświetlenie/Kierunkowskazy,180,Kierunkowskazy,2
BaseLinker,1731073,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Gałki i mieszki/Mieszki,806,Wyposażenie wnętrza samochodu,1
BaseLinker,1731074,Motoryzacja/Części samochodowe/Części karoserii/Osłony przeciwbłotne,804,Nadkola i osłony przeciwbłotne,2
BaseLinker,1731075,Motoryzacja/Części samochodowe/Układ paliwowy/Sterowniki,1052,Przekaźniki i sterowniki,2
BaseLinker,1731076,Motoryzacja/Części samochodowe/Części karoserii/Maski/Uszczelki,529,Uszczelka pokrywy silnika / maski przedniej,3
BaseLinker,1731077,Motoryzacja/Części samochodowe/Układ wydechowy/Osłony,1168,Układ wydechowy i inne elementy,1
BaseLinker,1731080,Motoryzacja/Części samochodowe/Układ hamulcowy/Układ ABS i ESP/Czujniki ESP,41,Układ ABS i ESP,2
BaseLinker,1731081,"Motoryzacja/Wyposażenie i akcesoria samochodowe/Apteczki, gaśnice, kamizelki, trójkąty/Trójkąty",1394,Trójkąt ostrzegawczy,3
BaseLinker,1731082,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Podnośniki szyb",768,Podnośnik szyby drzwi z silniczkiem,3
BaseLinker,1731083,Motoryzacja/Części samochodowe/Układ wydechowy/Obejmy,1168,Układ wydechowy i inne elementy,1
BaseLinker,1731084,Motoryzacja/Części samochodowe/Części karoserii/Zderzaki/Listwy,624,Części nadwozia i karoserii,1
BaseLinker,1731085,Motoryzacja/Części samochodowe/Silniki i osprzęt/Recyrkulacja spalin EGR/Przewody EGR,1178,Przewód / Rura chłodnicy spalin EGR,3
BaseLinker,1731086,Motoryzacja/Części samochodowe/Części karoserii/Pozostałe,624,Części nadwozia i karoserii,1
BaseLinker,1731091,Motoryzacja/Części samochodowe/Oświetlenie/Lampki tablicy rejestracyjnej,170,Lampa oświetlenia tylnej tablicy rejestracyjnej,3
BaseLinker,1731092,Motoryzacja/Części samochodowe/Układ wentylacji/Obudowy filtrów kabinowych,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731093,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Skrzynki bezpieczników",1236,Skrzynka bezpieczników,2
BaseLinker,1731095,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Silniczki szyb",1478,Silnik szyby / okna karoseryjnego,3
BaseLinker,1731096,Motoryzacja/Części samochodowe/Silniki i osprzęt/Turbosprężarki/Zawory,274,Turbosprężarki i inne części,2
BaseLinker,1731097,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Moduły drzwi",1149,Sterownik / Moduł drzwi,3
BaseLinker,1731098,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Układ elektryczny silnika/Przewody zapłonowe",1465,Przewody zapłonowe,3
BaseLinker,1731099,Motoryzacja/Części samochodowe/Części karoserii/Maski/Siłowniki,525,Siłownik maski przedniej,3
BaseLinker,1731100,"Motoryzacja/Części samochodowe/Układ napędowy/Półosie, przeguby, wały/Przeguby",447,Przegub / Łącznik elastyczny wału napędowego,3
BaseLinker,1731102,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Klamki wewnętrzne,1251,Inne części wnętrza samochodu,3
BaseLinker,1731105,Motoryzacja/Części samochodowe/Układ paliwowy/AdBlue/Czujniki,2008,Czujnik poziomu płynu Adblue,3
BaseLinker,1731106,Motoryzacja/Części samochodowe/Części karoserii/Lusterka zewnętrzne/Wkłady,1690,Wkład lusterka drzwi,3
BaseLinker,1731107,Motoryzacja/Części samochodowe/Oświetlenie/Lampy przednie i elementy/Przetwornice,1875,Przetwornica napięcia / Moduł przetwornicy,3
BaseLinker,1731108,Motoryzacja/Wyposażenie i akcesoria samochodowe/Osłony na szyby/Owiewki,1679,Owiewka szyby drzwi,3
BaseLinker,1731109,"Motoryzacja/Części samochodowe/Części karoserii/Dachy/Listwy, zaślepki",1510,Listwa dachowa,3
BaseLinker,1731110,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Odma,300,Przewód / Odma odpowietrzenia,3
BaseLinker,1731111,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Pozostałe",999,Wyposażenie elektryczne,1
BaseLinker,1731112,Motoryzacja/Części samochodowe/Układ kierowniczy/Osłony przekładni kierowniczych,332,Osłona drążka kierowniczego,3
BaseLinker,1731114,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Obudowy akumulatorów",1243,Podstawa / Obudowa akumulatora,3
BaseLinker,1731116,Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Części montażowe,1884,Inna część skrzyni biegów,3
BaseLinker,1731117,Motoryzacja/Części samochodowe/Oświetlenie/Pozostałe,134,Oświetlenie,1
BaseLinker,1731120,Motoryzacja/Części samochodowe/Silniki i osprzęt/Przepustnice,286,Przepustnica,3
BaseLinker,1731122,Motoryzacja/Części samochodowe/Układ wydechowy/Rury wydechowe,1955,Rura wydechowa,3
BaseLinker,1731124,Motoryzacja/Części samochodowe/Silniki i osprzęt/Zawieszenie silnika/Wsporniki i łapy,250,Silnik i osprzęt,1
BaseLinker,1731137,Motoryzacja/Części samochodowe/Układ zawieszenia/Belki zawieszenia/Belki przednie,460,Belka osi przedniej,3
BaseLinker,1731138,Motoryzacja/Części samochodowe/Układ wentylacji/Silniki dmuchaw,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731139,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Zawory,269,Zawór,3
BaseLinker,1731141,Motoryzacja/Wyposażenie i akcesoria samochodowe/Tuning wizualny/Listwy ozdobne,1387,Inne elementy nadwozia i karoserii,2
BaseLinker,1731142,Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Pozostałe,1884,Inna część skrzyni biegów,3
BaseLinker,1731143,Motoryzacja/Części samochodowe/Układ klimatyzacji/Zawory rozprężne,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731144,Motoryzacja/Części samochodowe/Części karoserii/Klapy bagażnika/Pozostałe,624,Części nadwozia i karoserii,1
BaseLinker,1731145,Motoryzacja/Części samochodowe/Filtry/Filtry paliwa,308,Filtr paliwa,3
BaseLinker,1731146,"Motoryzacja/Części samochodowe/Układ napędowy/Półosie, przeguby, wały/Tłumiki drgań",1902,Element tłumika,3
BaseLinker,1731147,Motoryzacja/Części samochodowe/Układ kierowniczy/Zbiorniki płynu wspomagania,341,Zbiornik płynu wspomagania układu kierowniczego,3
BaseLinker,1731148,Motoryzacja/Części samochodowe/Układ hamulcowy/Zbiorniki płynu hamulcowego,49,Zbiornik płynu hamulcowego,3
BaseLinker,1731149,Motoryzacja/Części samochodowe/Filtry/Inne filtry,1249,Inne części,1
BaseLinker,1731151,"Motoryzacja/Części samochodowe/Układ napędowy/Półosie, przeguby, wały/Pozostałe",331,Układ jezdny,2
BaseLinker,1731153,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Chłodnice/Części montażowe,231,Chłodnica,3
BaseLinker,1731154,Motoryzacja/Części samochodowe/Części karoserii/Zderzaki/Absorbery,507,Absorber zderzaka przedniego,3
BaseLinker,1731155,Motoryzacja/Części samochodowe/Silniki i osprzęt/Czujniki spalania stukowego,1471,Czujnik spalania stukowego,3
BaseLinker,1731156,Motoryzacja/Części samochodowe/Układ wentylacji/Przewody nagrzewnic,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731157,Motoryzacja/Części samochodowe/Silniki i osprzęt/Czujniki ciśnienia w kolektorze (MAP),1420,Czujnik ciśnienia spalin,3
BaseLinker,1731160,Motoryzacja/Części samochodowe/Silniki i osprzęt/Zawieszenie silnika/Wózki i belki silnika,250,Silnik i osprzęt,1
BaseLinker,1731161,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Czujniki/Czujniki temperatury wewnętrznej",999,Wyposażenie elektryczne,1
BaseLinker,1731163,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Uszczelki szyb,1448,Uszczelka szyby drzwi,3
BaseLinker,1731165,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Silniczki regulacji fotela",1632,Silniczek regulacji fotela,3
BaseLinker,1731166,Motoryzacja/Części samochodowe/Oświetlenie/Lampy przednie i elementy/Lampy przeciwmgielne,1931,Lampa LED do jazdy dziennej,3
BaseLinker,1731167,Motoryzacja/Części samochodowe/Części karoserii/Progi/Pozostałe,1108,Nadkola i progi,2
BaseLinker,1731168,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Czujniki/Czujniki uderzenia",1325,Czujnik uderzenia Airbag,3
BaseLinker,1731170,Motoryzacja/Części samochodowe/Układ paliwowy/Regulatory ciśnienia paliwa,318,Regulator ciśnienia paliwa,3
BaseLinker,1731171,Motoryzacja/Części samochodowe/Układ paliwowy/Zawory,281,Układ paliwowy,1
BaseLinker,1731174,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Termostaty/Obudowy termostatów,218,Termostat / Obudowa termostatu,3
BaseLinker,1731176,"Motoryzacja/Wyposażenie i akcesoria samochodowe/Uchwyty, wieszaki/Na kubki",1251,Inne części wnętrza samochodu,3
BaseLinker,1731178,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Pompy wody/Części montażowe,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731180,Motoryzacja/Części samochodowe/Części karoserii/Zestawy części blacharskich,1253,Inne części karoserii,3
BaseLinker,1731183,Motoryzacja/Części samochodowe/Filtry/Filtry kabinowe,223,Mikrofiltr kabinowy,3
BaseLinker,1731184,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Przednie,1311,Szyba przednia / czołowa,3
BaseLinker,1731188,Motoryzacja/Części samochodowe/Układ paliwowy/Czujniki poziomu paliwa,310,Czujnik poziomu paliwa,3
BaseLinker,1731189,Motoryzacja/Części samochodowe/Układ kierowniczy/Przewody układu wspomagania,342,Przewód wspomagania kierownicy,3
BaseLinker,1731190,Motoryzacja/Części samochodowe/Części karoserii/Lusterka zewnętrzne/Obudowy,774,Element lusterka bocznego drzwi,3
BaseLinker,1731191,Motoryzacja/Części samochodowe/Silniki i osprzęt/Smarowanie silnika/Obudowy filtrów oleju,1249,Inne części,1
BaseLinker,1731192,Motoryzacja/Części samochodowe/Silniki i osprzęt/Turbosprężarki/Smarowanie,274,Turbosprężarki i inne części,2
BaseLinker,1731193,Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Reduktory,457,Skrzynia rozdzielcza / Reduktor,3
BaseLinker,1731194,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Pozostałe,1318,Szyby karoseryjne nadwozia / Szyby szyberdachu i inne elementy,2
BaseLinker,1731195,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Tylne,1190,Szyby drzwi tylnych / Szyby karoseryjne drzwi tylnych,2
BaseLinker,1731199,Motoryzacja/Opony i felgi/Koła (felgi z oponami)/Do samochodów,487,Felgi aluminiowe,2
BaseLinker,1731200,Motoryzacja/Opony i felgi/Koła (felgi z oponami)/Koła dojazdowe,740,Koła zapasowe,2
BaseLinker,1731201,Motoryzacja/Części samochodowe/Układ zawieszenia/Stabilizatory i elementy/Drążki stabilizatora,367,Stabilizator przedni / drążek,3
BaseLinker,1731202,Motoryzacja/Części samochodowe/Części karoserii/Szyby/Boczne (drzwi),1315,Szyba karoseryjna drzwi,3
BaseLinker,1731203,"Motoryzacja/Części samochodowe/Układ napędowy/Półosie, przeguby, wały/Podpory półosi",331,Układ jezdny,2
BaseLinker,1731204,Motoryzacja/Opony i felgi/Felgi/Do samochodów/Stalowe,488,Felgi stalowe,2
BaseLinker,1731207,Motoryzacja/Części samochodowe/Silniki i osprzęt/Smarowanie silnika/Smoki (ssaki oleju),250,Silnik i osprzęt,1
BaseLinker,1731213,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Pozostałe,250,Silnik i osprzęt,1
BaseLinker,1731220,Motoryzacja/Części samochodowe/Układ zawieszenia/Belki zawieszenia/Belki tylne,1882,Belka tylna,3
BaseLinker,1731223,Motoryzacja/Wyposażenie i akcesoria samochodowe/Dywaniki/Dywaniki gumowe,1593,Zestaw dywaników samochodowych,3
BaseLinker,1731224,Motoryzacja/Części samochodowe/Silniki i osprzęt/Turbosprężarki/Pozostałe,274,Turbosprężarki i inne części,2
BaseLinker,1731225,Motoryzacja/Części samochodowe/Układ napędowy/Pozostałe,331,Układ jezdny,2
BaseLinker,1731231,Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Przewody,1674,Wybierak skrzyni biegów,3
BaseLinker,1731246,Motoryzacja/Części samochodowe/Filtry/Filtry powietrza,290,Filtr powietrza,3
BaseLinker,1731262,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Króćce głowicy,1572,Inna część głowicy cylindra,3
BaseLinker,1731279,Motoryzacja/Części samochodowe/Oświetlenie/Części montażowe,134,Oświetlenie,1
BaseLinker,1731281,Motoryzacja/Części samochodowe/Części karoserii/Błotniki/Wygłuszenie,533,Wygłuszenie / Pianka błotnika przedniego,3
BaseLinker,1731285,Motoryzacja/Części samochodowe/Silniki i osprzęt/Smarowanie silnika/Pozostałe,250,Silnik i osprzęt,1
BaseLinker,1731287,"Motoryzacja/Wyposażenie i akcesoria samochodowe/Apteczki, gaśnice, kamizelki, trójkąty/Apteczki",1677,Apteczka pierwszej pomocy,3
BaseLinker,1731289,Motoryzacja/Części samochodowe/Części karoserii/Zderzaki/Pozostałe,1285,Inne części karoserii,2
BaseLinker,1731293,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Napinacze paska rozrządu,1635,Napinacz paska rozrządu,3
BaseLinker,1731300,Motoryzacja/Części samochodowe/Części karoserii/Błotniki/Elementy mocujące,532,Uchwyt / Mocowanie błotnika przedniego,3
BaseLinker,1731307,Motoryzacja/Części samochodowe/Silniki i osprzęt/Rozrząd/Obudowy,1774,Osłona łańcucha rozrządu,3
BaseLinker,1731312,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Wyposażenie elektryczne/Kamery",999,Wyposażenie elektryczne,1
BaseLinker,1731313,Motoryzacja/Części samochodowe/Układ napędowy/Sprzęgła/Wysprzęgliki,428,Siłownik sprzęgła / Wysprzęglik,3
BaseLinker,1731325,Motoryzacja/Części samochodowe/Układ hamulcowy/Przewody hamulcowe,53,Części układu hamulcowego,2
BaseLinker,1731339,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Części kabiny kierowcy,806,Wyposażenie wnętrza samochodu,1
BaseLinker,1731356,Motoryzacja/Części samochodowe/Części karoserii/Drzwi/Rygle,766,Rygiel zamka drzwi,3
BaseLinker,1731360,Motoryzacja/Części samochodowe/Układ klimatyzacji/Sterowniki i elementy elektryczne,1978,Moduł / Sterownik klimatyzacji,3
BaseLinker,1731371,Motoryzacja/Części samochodowe/Silniki i osprzęt/Głowice cylindrów/Pozostałe,250,Silnik i osprzęt,1
BaseLinker,1731373,"Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Łapy, podpory",331,Układ jezdny,2
BaseLinker,1731375,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Uszczelniacze wału,270,Silniki i osprzęt,2
BaseLinker,1731376,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Pozostałe,250,Silnik i osprzęt,1
BaseLinker,1731378,Motoryzacja/Części samochodowe/Oświetlenie/Lampy tylne i elementy/Lampy przeciwmgielne,152,Lampa tylna,3
BaseLinker,1731381,Motoryzacja/Części samochodowe/Układ hamulcowy/Zestawy montażowe i naprawcze,1,Układ hamulcowy,1
BaseLinker,1731385,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Materiały instalacyjne/Pozostałe",999,Wyposażenie elektryczne,1
BaseLinker,1731386,Motoryzacja/Części samochodowe/Silniki i osprzęt/Elementy napędu paska osprzętu/Napinacze paska klinowego,1636,Napinacz paska wielorowkowego / Alternatora,3
BaseLinker,1731390,Motoryzacja/Części samochodowe/Układ hamulcowy/Układ ABS i ESP/Czujniki ABS,1441,Czujnik ABS hamulca tylnego,3
BaseLinker,1731391,Motoryzacja/Części samochodowe/Układ klimatyzacji/Pozostałe,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731393,Motoryzacja/Części samochodowe/Układ napędowy/Skrzynie biegów/Linki zmiany biegów,423,Linka zmiany biegów,3
BaseLinker,1731395,"Motoryzacja/Części samochodowe/Układ elektryczny, zapłon/Czujniki/Czujniki temperatury zewnętrznej",999,Wyposażenie elektryczne,1
BaseLinker,1731396,Motoryzacja/Części samochodowe/Układ paliwowy/Zbiorniki,302,Zbiornik paliwa,3
BaseLinker,1731407,Motoryzacja/Części samochodowe/Silniki i osprzęt/Blok silnika/Czujniki położenia wału korbowego,1668,Czujnik położenia wału korbowego,3
BaseLinker,1731418,Motoryzacja/Części samochodowe/Części karoserii/Maski/Pozostałe,1253,Inne części karoserii,3
BaseLinker,1731424,Motoryzacja/Części samochodowe/Silniki i osprzęt/Recyrkulacja spalin EGR/Pozostałe,1175,Chłodnica spalin EGR,3
BaseLinker,1731435,Motoryzacja/Części samochodowe/Wyposażenie wnętrza/Gałki i mieszki/Komplety,806,Wyposażenie wnętrza samochodu,1
BaseLinker,1731483,Motoryzacja/Części samochodowe/Części karoserii/Drzwi/Wygłuszenie,977,Wygłuszanie drzwi bocznych,3
BaseLinker,1731491,Motoryzacja/Części samochodowe/Części karoserii/Klapy bagażnika/Rygle,498,Elementy przedniej części nadwozia / karoserii,1
BaseLinker,1731494,Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Uszczelki,197,Układ klimatyzacji / Wentylacji / Chłodzenia silnika / Ogrzewanie postojowe,1
BaseLinker,1731498,Motoryzacja/Wyposażenie i akcesoria samochodowe/Zabezpieczenia/Autoalarmy,1295,Syrena alarmu,3
BaseLinker,1731500,Motoryzacja/Części samochodowe/Układ zawieszenia/Wahacze i elementy/Wahacze,1606,Inna część zawieszenia tylnego,3
BaseLinker,1731501,"Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Wentylatory chłodnicy/Włączniki, sterowniki",1039,Przełącznik / Włącznik nawiewu dmuchawy,3
BaseLinker,1731505,Motoryzacja/Części samochodowe/Części karoserii/Klapki wlewu paliwa/Pozostałe,803,Klapka wlewu paliwa,3
BaseLinker,1731710,Gniazda zapalniczki,852,Gniazdo zapalniczki przedniej tunelu środkowego,3
BaseLinker,2386607,Motoryzacja/Chemia/Mycie i pielęgnacja/Wnętrze/Zapachy samochodowe/Zawieszki,nie łączyć ,,